epoch,batch,loss_all,acc_all,objective,penalty,count
0,49,0.677782257795334,0.7228143638372421,0.782919991016388,1.051377257928252,204800
0,99,0.585469686388969,0.8748644864559174,0.8165366691350934,2.31066976506263,204800
0,149,0.3819453167915342,0.9469293451309206,0.6745800685882567,2.9263473313674337,204800
0,199,0.19347266808152191,0.9773063445091246,0.2844420513510705,0.9096938541531561,204800
